municipality_id,municipality_name,disease_code,week_start,iso_year,iso_week,case_count,barangay_count_reporting,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,cases_lag_5,cases_lag_6,cases_lag_7,cases_lag_8,cases_lag_9,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19,cases_lag_20,cases_lag_21,cases_lag_22,cases_lag_23,cases_lag_24,cases_lag_25,cases_lag_26,cases_rolling_4wk,cases_rolling_8wk,week_sin,week_cos,month,is_peak_season,temp_mean_c,temp_min_c,temp_max_c,humidity_mean_pct,rainfall_sum_mm,temp_mean_c_lag_1,temp_mean_c_lag_2,temp_mean_c_lag_3,humidity_mean_pct_lag_1,rainfall_sum_mm_lag_4,rainfall_sum_mm_lag_6,rainfall_sum_mm_lag_8,env_reports,pct_stagnant_water,pct_recent_heavy_rain,pct_indoor_crowding,pct_unimproved_water,pct_open_defecation,pct_flood_history,pct_drought_history,env_reports_4wk,pct_stagnant_water_4wk,pct_recent_heavy_rain_4wk,pct_indoor_crowding_4wk,pct_unimproved_water_4wk,pct_open_defecation_4wk,pct_flood_history_4wk,pct_drought_history_4wk,cases_t_plus_1,cases_t_plus_2,cases_t_plus_3,cases_t_plus_4,split
1,Compostela,AWD,2023-03-13,2023,11,3,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0.9709,0.2393,3,0,25.6286,20.9000,31.9000,84.2857,63.6000,25.7143,25.7143,26.0286,82,164,37.2000,94.7000,4,0.5000,0.7500,0.7500,0.5000,0.2500,0,0,23,0.4783,0.5217,0.6087,0.2609,0.1304,0.1304,0.0435,1,2,1,2,train
1,Compostela,AWD,2023-03-20,2023,12,1,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0.9927,0.1205,3,0,26.4143,21.2000,32.5000,80.1429,23.1000,25.6286,25.7143,25.7143,84.2857,46.1000,18.3000,90.1000,2,0,0.5000,0.5000,0,0,0,0,18,0.5000,0.5000,0.6111,0.2778,0.1111,0.1111,0.0556,2,1,2,0,train
1,Compostela,AWD,2023-03-27,2023,13,2,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1,-0.0000,3,0,25.8143,22.7000,30.9000,85.7143,81.9000,26.4143,25.6286,25.7143,80.1429,40.1000,164,37.2000,8,0.2500,0.3750,0.3750,0.1250,0.1250,0,0.1250,21,0.3810,0.4762,0.5714,0.2381,0.1429,0.0476,0.0476,1,2,0,0,train
1,Compostela,AWD,2023-04-03,2023,14,1,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0.9927,-0.1205,4,0,26.1429,20.8000,31.5000,80.1429,16.1000,25.8143,26.4143,25.6286,85.7143,19.1000,46.1000,18.3000,4,0.2500,0.5000,0.5000,0.2500,0.2500,0.2500,0.2500,18,0.2778,0.5000,0.5000,0.2222,0.1667,0.0556,0.1111,2,0,0,3,train
1,Compostela,AWD,2023-04-10,2023,15,2,1,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0.9709,-0.2393,4,0,26.4000,21.4000,32.2000,83,28.6000,26.1429,25.8143,26.4143,80.1429,63.6000,40.1000,164,7,0.1429,0.5714,0.2857,0.1429,0.1429,0,0.2857,21,0.1905,0.4762,0.3810,0.1429,0.1429,0.0476,0.1905,0,0,3,2,train
1,Compostela,AWD,2023-04-17,2023,16,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,5,11,0.9350,-0.3546,4,0,26.7000,21.9000,32.8000,84,51.3000,26.4000,26.1429,25.8143,83,23.1000,19.1000,46.1000,0,0,0,0,0,0,0,0,19,0.2105,0.4737,0.3684,0.1579,0.1579,0.0526,0.2105,0,3,2,3,train
1,Compostela,AWD,2023-04-24,2023,17,0,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,3,10,0.8855,-0.4647,4,0,27.0286,21.6000,33.2000,79.7143,34.2000,26.7000,26.4000,26.1429,84,81.9000,63.6000,40.1000,2,1,0,0.5000,0.5000,0.5000,0.5000,0.5000,13,0.3077,0.4615,0.3846,0.2308,0.2308,0.1538,0.3077,3,2,3,0,train
1,Compostela,AWD,2023-05-01,2023,18,3,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,0,5,12,0.8230,-0.5681,5,0,26.6571,23,32.2000,85.2857,112.2000,27.0286,26.7000,26.4000,79.7143,16.1000,23.1000,19.1000,7,0.7143,0.7143,0.4286,0.1429,0.1429,0.1429,0,16,0.5000,0.5625,0.3750,0.1875,0.1875,0.1250,0.1875,2,3,0,2,train
1,Compostela,AWD,2023-05-08,2023,19,2,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,0,5,11,0.7485,-0.6631,5,0,27.3000,22.4000,33.3000,81.4286,13.3000,26.6571,27.0286,26.7000,85.2857,28.6000,81.9000,63.6000,7,0.2857,0.7143,0.2857,0.5714,0.2857,0.1429,0.4286,16,0.5625,0.6250,0.3750,0.3750,0.2500,0.1875,0.2500,3,0,2,4,train
1,Compostela,AWD,2023-05-15,2023,20,3,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,0,8,13,0.6631,-0.7485,5,0,26.6286,22.5000,33,82.7143,85.3000,27.3000,26.6571,27.0286,81.4286,51.3000,16.1000,23.1000,7,0.1429,0.8571,0.7143,0.5714,0.1429,0,0,23,0.4348,0.6957,0.4783,0.4348,0.2174,0.1304,0.1739,0,2,4,3,train
1,Compostela,AWD,2023-05-22,2023,21,0,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,0,8,11,0.5681,-0.8230,5,0,26.7286,23.1000,32.2000,81.7143,98.5000,26.6286,27.3000,26.6571,82.7143,34.2000,28.6000,81.9000,5,0.4000,1,0.2000,0.2000,0,0.4000,0.2000,26,0.3846,0.8077,0.4231,0.3846,0.1538,0.1538,0.1538,2,4,3,1,train
1,Compostela,AWD,2023-05-29,2023,22,2,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,0,7,12,0.4647,-0.8855,5,0,27.7714,23.1000,33,78.2857,27,26.7286,26.6286,27.3000,81.7143,112.2000,51.3000,16.1000,4,0.2500,0,0.2500,0.2500,0.2500,0.2500,0,23,0.2609,0.6957,0.3913,0.4348,0.1739,0.1739,0.1739,4,3,1,6,train
1,Compostela,AWD,2023-06-05,2023,23,4,3,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,0,9,14,0.3546,-0.9350,6,0,26.8000,23.2000,32.1000,82.4286,58.3000,27.7714,26.7286,26.6286,78.2857,13.3000,34.2000,28.6000,9,0.4444,0.4444,0.5556,0.4444,0.3333,0,0.1111,25,0.3200,0.6000,0.4800,0.4000,0.2000,0.1200,0.0800,3,1,6,5,train
1,Compostela,AWD,2023-06-12,2023,24,3,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,0,9,17,0.2393,-0.9709,6,0,26.3143,23,32.4000,85.7143,110.9000,26.8000,27.7714,26.7286,82.4286,85.3000,112.2000,51.3000,16,0.4375,0.8125,0.5000,0.2500,0.1875,0.3750,0.0625,34,0.4118,0.6471,0.4412,0.2941,0.2059,0.2647,0.0882,1,6,5,1,train
1,Compostela,AWD,2023-06-19,2023,25,1,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,0,10,18,0.1205,-0.9927,6,0,25.7857,22.5000,30.6000,86,90.9000,26.3143,26.8000,27.7714,85.7143,98.5000,13.3000,34.2000,11,0.3636,1,0.2727,0.2727,0.1818,0,0,40,0.4000,0.7000,0.4250,0.3000,0.2250,0.1750,0.0500,6,5,1,7,train
1,Compostela,AWD,2023-06-26,2023,26,6,5,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,0,14,21,-0.0000,-1,6,0,26.5429,23,31.7000,84.1429,59.5000,25.7857,26.3143,26.8000,86,27,85.3000,112.2000,10,0.8000,0.8000,0.1000,0.3000,0.3000,0.6000,0,46,0.5000,0.7826,0.3696,0.3043,0.2391,0.2609,0.0435,5,1,7,1,train
1,Compostela,AWD,2023-07-03,2023,27,5,4,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,4,15,24,-0.1205,-0.9927,7,1,26.1714,22.6000,31.7000,86.1429,135.7000,26.5429,25.7857,26.3143,84.1429,58.3000,98.5000,13.3000,10,0.5000,0.9000,0,0.4000,0.4000,0.6000,0.1000,47,0.5106,0.8723,0.2553,0.2979,0.2553,0.3830,0.0426,1,7,1,6,train
1,Compostela,AWD,2023-07-10,2023,28,1,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,2,13,22,-0.2393,-0.9709,7,1,27.1000,23,31.9000,78.2857,21.6000,26.1714,26.5429,25.7857,86.1429,110.9000,27,85.3000,4,0.2500,0.2500,0.5000,0,0.2500,0.7500,0,35,0.5143,0.8286,0.1714,0.2857,0.2857,0.4286,0.0286,7,1,6,1,train
1,Compostela,AWD,2023-07-17,2023,29,7,6,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,4,19,29,-0.3546,-0.9350,7,1,26.3857,23,31.2000,80.1429,43.8000,27.1000,26.1714,26.5429,78.2857,90.9000,58.3000,98.5000,14,0.3571,0.8571,0.2143,0.3571,0.3571,0,0,38,0.5000,0.7895,0.1579,0.3158,0.3421,0.3947,0.0263,1,6,1,0,train
1,Compostela,AWD,2023-07-24,2023,30,1,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,2,14,28,-0.4647,-0.8855,7,1,27.0286,23.4000,32,78.1429,9.5000,26.3857,27.1000,26.1714,80.1429,59.5000,110.9000,27,6,0.6667,0.1667,0.1667,0.1667,0,0.1667,0.1667,34,0.4412,0.6765,0.1765,0.2941,0.2941,0.2941,0.0588,6,1,0,5,train
1,Compostela,AWD,2023-07-31,2023,31,6,3,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,4,15,30,-0.5681,-0.8230,7,1,27.6429,22.5000,33.6000,75.5714,5.7000,27.0286,26.3857,27.1000,78.1429,135.7000,90.9000,58.3000,11,0.2727,0.4545,0.3636,0.4545,0.0909,0.0909,0.4545,35,0.3714,0.5429,0.2857,0.3143,0.2000,0.1429,0.1714,1,0,5,0,train
1,Compostela,AWD,2023-08-07,2023,32,1,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,0,15,28,-0.6631,-0.7485,8,1,26.9000,22.8000,33.1000,78.2857,67,27.6429,27.0286,26.3857,75.5714,21.6000,59.5000,110.9000,5,0.6000,0.4000,0.4000,0.4000,0.2000,0.4000,0.8000,36,0.4167,0.5556,0.2778,0.3611,0.1944,0.1111,0.2778,0,5,0,3,train
1,Compostela,AWD,2023-08-14,2023,33,0,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,4,8,27,-0.7485,-0.6631,8,1,26.0143,22.8000,31.8000,83.7143,103.1000,26.9000,27.6429,27.0286,78.2857,43.8000,135.7000,90.9000,12,0.6667,0.4167,0.5000,0.2500,0.2500,0.1667,0.1667,34,0.5294,0.3824,0.3824,0.3235,0.1471,0.1765,0.3529,5,0,3,2,train
1,Compostela,AWD,2023-08-21,2023,34,5,4,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,2,12,26,-0.8230,-0.5681,8,1,26.2857,22.3000,31.9000,82.2857,52.9000,26.0143,26.9000,27.6429,83.7143,9.5000,21.6000,59.5000,9,0.1111,0.6667,0.3333,0.3333,0.1111,0,0.3333,37,0.4054,0.4865,0.4054,0.3514,0.1622,0.1351,0.3784,0,3,2,6,train
1,Compostela,AWD,2023-08-28,2023,35,0,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,1,6,21,-0.8855,-0.4647,8,1,27.8143,23.2000,32.8000,74.5714,2,26.2857,26.0143,26.9000,82.2857,5.7000,43.8000,135.7000,3,0.3333,0.3333,0,0.3333,0,0,0,29,0.4483,0.4828,0.3793,0.3103,0.1724,0.1379,0.3103,3,2,6,2,train
1,Compostela,AWD,2023-09-04,2023,36,3,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,1,8,23,-0.9350,-0.3546,9,1,26.5143,22.8000,33.2000,82.2857,66.7000,27.8143,26.2857,26.0143,74.5714,67,9.5000,21.6000,7,0.5714,1,0.2857,0.4286,0.1429,0.1429,0,31,0.4516,0.6129,0.3548,0.3226,0.1613,0.0968,0.1613,2,6,2,2,train
1,Compostela,AWD,2023-09-11,2023,37,2,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,3,10,18,-0.9709,-0.2393,9,1,26.1571,23,32.3000,83.4286,122.5000,26.5143,27.8143,26.2857,82.2857,103.1000,5.7000,43.8000,5,0.4000,0.8000,0.6000,0.2000,0.4000,0,0,24,0.3333,0.7500,0.3333,0.3333,0.1667,0.0417,0.1250,6,2,2,6,train
1,Compostela,AWD,2023-09-18,2023,38,6,3,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,1,11,23,-0.9927,-0.1205,9,1,26.2571,21.9000,31.5000,82.2857,81.7000,26.1571,26.5143,27.8143,83.4286,52.9000,67,9.5000,13,0.3077,0.6923,0.3077,0.4615,0.2308,0.2308,0.0769,28,0.3929,0.7500,0.3214,0.3929,0.2143,0.1429,0.0357,2,2,6,0,train
1,Compostela,AWD,2023-09-25,2023,39,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,2,13,19,-1,-0.0000,9,1,26.9143,22.3000,31.8000,78.4286,81.3000,26.2571,26.1571,26.5143,82.2857,2,103.1000,5.7000,9,0.4444,0.7778,0.2222,0,0,0.6667,0,34,0.4118,0.7941,0.3235,0.2941,0.1765,0.2941,0.0294,2,6,0,5,train
1,Compostela,AWD,2023-10-02,2023,40,2,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,1,12,20,-0.9927,0.1205,10,1,27.1857,22.9000,33.4000,79.2857,24.8000,26.9143,26.2571,26.1571,78.4286,66.7000,52.9000,67,8,0.6250,0.2500,0.1250,0.1250,0.2500,0.1250,0,35,0.4286,0.6286,0.2857,0.2286,0.2000,0.2857,0.0286,6,0,5,4,train
1,Compostela,AWD,2023-10-09,2023,41,6,4,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,2,16,26,-0.9709,0.2393,10,1,26.3286,23.5000,31.6000,83.5714,52.4000,27.1857,26.9143,26.2571,79.2857,122.5000,2,103.1000,11,0.3636,0.5455,0.2727,0.1818,0,0,0,41,0.4146,0.5854,0.2439,0.2195,0.1220,0.2439,0.0244,0,5,4,0,train
1,Compostela,AWD,2023-10-16,2023,42,0,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,0,10,21,-0.9350,0.3546,10,1,26.3143,22.5000,31.8000,83.4286,74.8000,26.3286,27.1857,26.9143,83.5714,81.7000,66.7000,52.9000,6,0.5000,0.6667,0.3333,0,0.1667,0,0.3333,34,0.4706,0.5588,0.2353,0.0882,0.0882,0.2059,0.0588,5,4,0,2,train
1,Compostela,AWD,2023-10-23,2023,43,5,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,0,13,26,-0.8855,0.4647,10,1,26.1000,21.2000,32.2000,84.5714,42.8000,26.3143,26.3286,27.1857,83.4286,81.3000,122.5000,2,16,0.4375,0.6250,0.3125,0.3125,0.1250,0.0625,0.4375,41,0.4634,0.5366,0.2683,0.1951,0.1220,0.0488,0.2195,4,0,2,1,train
1,Compostela,AWD,2023-10-30,2023,44,4,3,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,3,15,27,-0.8230,0.5681,10,1,26.2571,22,32,85.1429,63.2000,26.1000,26.3143,26.3286,84.5714,24.8000,81.7000,66.7000,9,0.2222,0.5556,0.2222,0.4444,0.1111,0,0,42,0.3810,0.5952,0.2857,0.2619,0.0952,0.0238,0.2143,0,2,1,1,train
1,Compostela,AWD,2023-11-06,2023,45,0,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,2,9,25,-0.7485,0.6631,11,1,26.5000,21.4000,33.1000,84.5714,33.3000,26.2571,26.1000,26.3143,85.1429,52.4000,81.3000,122.5000,6,0.3333,0.5000,0.5000,0.3333,0.3333,0.1667,0.1667,37,0.3784,0.5946,0.3243,0.2973,0.1622,0.0541,0.2703,2,1,1,2,train
1,Compostela,AWD,2023-11-13,2023,46,2,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,3,11,21,-0.6631,0.7485,11,1,26.4143,20.8000,32.5000,83.2857,46.4000,26.5000,26.2571,26.1000,84.5714,74.8000,24.8000,81.7000,6,0.6667,0.5000,0.5000,0.8333,0,0,0,37,0.4054,0.5676,0.3514,0.4324,0.1351,0.0541,0.2162,1,1,2,1,train
1,Compostela,AWD,2023-11-20,2023,47,1,1,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,0,7,20,-0.5681,0.8230,11,1,26.4429,21.8000,32.2000,84.2857,28.0000,26.4143,26.5000,26.2571,83.2857,42.8000,52.4000,81.3000,10,0.2000,0.5000,0.5000,0.3000,0.1000,0.1000,0.4000,31,0.3226,0.5161,0.4194,0.4516,0.1290,0.0645,0.1613,1,2,1,4,train
1,Compostela,AWD,2023-11-27,2023,48,1,1,1,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,2,4,19,-0.4647,0.8855,11,1,26.5714,23,32.3000,83.2857,24.6000,26.4429,26.4143,26.5000,84.2857,63.2000,74.8000,24.8000,7,0.2857,0.2857,0.2857,0.5714,0.1429,0,0.5714,29,0.3448,0.4483,0.4483,0.4828,0.1379,0.0690,0.3103,2,1,4,0,train
1,Compostela,AWD,2023-12-04,2023,49,2,2,1,1,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,4,6,15,-0.3546,0.9350,12,0,26.4143,22.6000,32,84.1429,36.8000,26.5714,26.4429,26.4143,83.2857,33.3000,42.8000,52.4000,3,0,1,0.3333,0.3333,0.3333,0,0.6667,26,0.3077,0.5000,0.4231,0.5000,0.1154,0.0385,0.3846,1,4,0,4,train
1,Compostela,AWD,2023-12-11,2023,50,1,1,2,1,1,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,3,5,16,-0.2393,0.9709,12,0,26.3429,21.9000,31.9000,80.7143,14,26.4143,26.5714,26.4429,84.1429,46.4000,63.2000,74.8000,4,0.5000,1,0.2500,0.2500,0.2500,0,0.2500,24,0.2500,0.5833,0.3750,0.3750,0.1667,0.0417,0.4583,4,0,4,2,train
1,Compostela,AWD,2023-12-18,2023,51,4,4,1,2,1,1,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,1,8,15,-0.1205,0.9927,12,0,25.8429,21.4000,33.1000,85.1429,92.3000,26.3429,26.4143,26.5714,80.7143,28.0000,33.3000,42.8000,8,0.2500,0.8750,0.1250,0.1250,0.2500,0,0.5000,22,0.2727,0.7273,0.2273,0.3182,0.2273,0,0.5000,0,4,2,5,train
1,Compostela,AWD,2023-12-25,2023,52,0,0,4,1,2,1,1,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,6,7,11,0.0000,1,12,0,26.3000,22.4000,32,84.5714,51.3000,25.8429,26.3429,26.4143,85.1429,24.6000,46.4000,63.2000,3,0.3333,0.3333,0.6667,0.3333,0,0,0,18,0.2778,0.8333,0.2778,0.2222,0.2222,0,0.3889,4,2,5,0,train
1,Compostela,AWD,2024-01-01,2024,1,4,4,0,4,1,2,1,1,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,5,9,15,0.1205,0.9927,1,0,26.0429,20.9000,32.8000,84.7143,151.2000,26.3000,25.8429,26.3429,84.5714,36.8000,28.0000,33.3000,6,0.3333,0.8333,0.3333,0.5000,0.3333,0.1667,0,21,0.3333,0.8095,0.2857,0.2857,0.2381,0.0476,0.2381,2,5,0,5,train
1,Compostela,AWD,2024-01-08,2024,2,2,2,4,0,4,1,2,1,1,2,0,4,5,0,6,2,2,6,2,3,0,5,0,1,6,1,7,1,10,15,0.2393,0.9709,1,0,26.4571,22,32.7000,81.1429,11.2000,26.0429,26.3000,25.8429,84.7143,14,24.6000,46.4000,7,0.4286,0.4286,0.2857,0.1429,0.2857,0.5714,0,24,0.3333,0.6667,0.2917,0.2500,0.2500,0.2083,0.1667,5,0,5,2,train
